PM10 Concentration,PM2.5 Concentration,CO Concentration,NO2 Concentration,SO2 Concentration,C6H6 Concentration
24.85145123980716,26.02258899897913,0.36839997313789574,17.589372599003365,5.208668103833554,0.537084033474401
24.85028884432039,25.987168258980272,0.3674214199308581,17.562805232672126,5.2083345602567155,0.5355406580222574
24.850686284379023,25.94809154407033,0.3663973869584706,17.530728455428488,5.20778980361088,0.5338103031789768
24.854061006000435,25.90688872410128,0.36529087290065504,17.487361853204735,5.206998396570952,0.5319461860532866
24.86302845298776,25.868016813053135,0.36386389812220227,17.42553053894696,5.206339893790835,0.5300344399602597
24.882355612814433,25.836915762756227,0.3614132510484948,17.326105199594444,5.20652367029547,0.5276714343281896
24.917514074192813,25.7929718075729,0.35705013226093424,17.17304728694985,5.206708760024938,0.5231286303939054
25.01301491580987,25.644566051161576,0.35422926693886414,17.035854169594817,5.205746107481354,0.5134525543492297
25.138275599791434,25.46791146540987,0.35372968479001987,17.031377494363337,5.22010448753234,0.503037880571085
25.359012723734242,25.418757660322164,0.3556140409203307,17.202191998763517,5.263528716361012,0.49437068732039074
25.641740371502088,25.519794761261664,0.35865666481895137,17.51698216388162,5.336813937223741,0.4861725310988648
25.89611789743478,25.677710581499706,0.3624934406670631,17.868424965538956,5.420955635507761,0.47664388042258926
26.08199881931735,25.843806034480785,0.36663678708490205,18.240221336839898,5.500183793035595,0.46677751217000113
26.21189896312335,25.976534033815838,0.3708050857894229,19.190673975383053,5.571362905093733,0.458692107101465
26.319817930123747,26.133222486972016,0.3771894201340318,22.14423816222403,5.6196917070988475,0.4533257961635428
26.416168996955257,26.35297044437668,0.38956528040537486,27.2401390440242,5.630956500343582,0.449073458467691
26.452753193955246,26.597044835034428,0.4066181056648994,31.986079828859882,5.612088217078681,0.44416068705515305
26.431101698296,26.800628042191075,0.4293953286751161,34.12194419699856,5.577635415128933,0.43991877371251764
26.72202366919406,26.846866715218034,0.45895796003900446,33.97032078485207,5.537865310126438,0.43932476551630406
27.632899593357774,26.287758712343194,0.48279017112073014,33.08891393131858,5.500318070705481,0.46393047057308423
28.74155141993739,24.471521262306066,0.4796445856634594,32.103129030024206,5.469800239699582,0.5894031647953345
29.281344618372938,22.613886459605876,0.4642054861223296,30.658949285707255,5.443560655873203,0.6951436151422946
29.18556533539536,21.740505167125434,0.4497153367110992,28.476597250356217,5.415760993570932,0.7005005604784561
28.891230873601888,21.1988866780175,0.4379596761615819,25.557641824194523,5.394685420847635,0.6935164731419875
28.55338578481618,20.762694804223763,0.42952003487909995,22.464322873082477,5.381900103033923,0.6883377104475751
28.1694419592348,20.387772822569172,0.42402885751903857,19.833941002788,5.369738142343629,0.684055379835259
27.732941238438414,20.037513719461487,0.41940854859160004,17.97395458364304,5.356954729555788,0.6796856946598929
27.24114860144689,19.685083181721247,0.4157151599711573,16.924403640497268,5.345214843087419,0.6767558005478517
26.770595367320606,19.37052548403894,0.41349743885400814,16.54764310945736,5.340668154477869,0.674700951171175
26.38954681065889,19.160126975968062,0.41170240860564744,16.607054568596503,5.346555357128975,0.6732221753957848
26.081317570285577,18.977749671246144,0.41010597585326247,16.88237056092165,5.357885873871448,0.6730020205913313
25.549445804139584,18.394308998418985,0.4023346534449296,17.38912820554904,5.367604970973931,0.6729472017950113
23.94013847326163,16.791079837246503,0.367739519728041,18.13569279341232,5.375774834051139,0.6588801973704855
20.91692340661679,14.123894102399321,0.30715128886301624,18.781672175660095,5.395767524964719,0.5665392273748248
16.750529514088882,10.89234649801766,0.24772484061187294,18.974871935222865,5.424686158533669,0.3698190742077315
12.301241007004837,7.84747985616667,0.21811050634901985,18.87712411087604,5.432940742559894,0.1845434096101949
8.701989705615706,5.753799384130795,0.21427117030290377,18.770603038383125,5.410629252116204,0.10356004161518188
6.755851124051402,4.7234942116222545,0.2175023713065815,18.778939232011115,5.374777574267046,0.09514484537018741
6.12591685266243,4.240648480169867,0.22265172135078937,18.819663894465542,5.338128017136268,0.10224384164110671
5.791283474688986,3.889846022714995,0.22918834059641022,18.84455305397051,5.308337083531862,0.1103383752831015
5.42266868600263,3.653814526661673,0.2369137010113253,18.804674998239463,5.2826493734548485,0.11919839012188194
5.0965783710652675,3.6244419593534807,0.2457359930257236,18.59715033496724,5.257704579977835,0.12924635657146621
4.970721967327108,3.724812774258719,0.25411914773585403,18.300055021665106,5.230201638712975,0.13953102036056247
5.060617278661769,3.8829219159978634,0.2597002988138696,17.893531973856877,5.198291324083322,0.14788118727757768
5.286405894600654,4.129489279147526,0.2608644480395611,17.39411901576418,5.166174096211178,0.15203994819972763
5.5825537275484844,4.470576271622422,0.2572229015598813,16.962723004339782,5.137808109323301,0.1509211331365082
5.95830615193384,4.826658641128694,0.2501322469542455,16.7239177409537,5.109426444003425,0.14530636115165657
6.4197392119225265,5.129549609566953,0.24240699988640366,16.77293625802001,5.073311684576009,0.1366872719826009
6.928468043413485,5.401348721810397,0.2363539504862808,16.900830552786527,5.0229752373635135,0.12787572550313137
7.454456489314983,5.694128577637107,0.23230259414301108,17.050175066454642,4.970713880454196,0.12093450316677544
7.988178606522992,6.0205812848679265,0.22991882246260156,17.27706182006829,4.934988343431401,0.1176107825854353
8.522979631352355,6.337952601370913,0.22983600005984597,17.550709312290202,4.919645673709867,0.11902923987432937
9.08633472140511,6.62796445809341,0.2333183105324486,18.006127156408684,4.921294990494471,0.12934164570437015
9.69100563547935,6.91458182873736,0.24001221230038777,18.97518755990218,4.946262545165698,0.15205937438060255
