PM10 Concentration,DatetimeBegin,PM2.5 Concentration,CO Concentration,NO2 Concentration,SO2 Concentration,C6H6 Concentration
28.628,2018-06-13 10:00:00,8.21419999,0.35844,57.2969,10.7475,1.81024999
20.902,2018-06-13 11:00:00,9.79119999,0.38164,67.15519999,11.6402,1.7745
31.271,2018-06-13 12:00:00,11.804,0.4002,71.07099999,10.6727,1.7615
26.291,2018-06-13 13:00:00,13.076,0.464,71.16562499,10.3894,2.0085
18.62,2018-06-13 14:00:00,12.355,0.5046,71.16562499,8.6059,1.937
24.942,2018-06-13 15:00:00,10.01399999,0.50227999,83.17199999,8.41784,1.79075
24.896,2018-06-13 16:00:00,16.95499999,0.60436,56.26059999,8.38804,2.00525
33.889,2018-06-13 17:00:00,22.553,0.40252,48.08679999,9.09002,1.8265
36.75099999,2018-06-13 18:00:00,19.73,0.36076,36.9915,9.24802,1.7355
29.89399999,2018-06-13 19:00:00,19.44,0.31204,26.8598,8.87481999,1.71275
28.372,2018-06-13 20:00:00,18.32,0.30276,20.98989999,9.0456,1.64775
25.556,2018-06-13 21:00:00,13.988,0.27028,16.3744,8.80353999,1.625
23.433,2018-06-13 22:00:00,14.33,0.2262,14.29599999,8.35000999,1.59575
18.129,2018-06-13 23:00:00,11.012,0.21808,9.59633,8.04118,1.57949999
16.626,2018-06-14 00:00:00,8.1837,0.20648,7.75124999,8.28669999,1.57624999
15.906,2018-06-14 01:00:00,7.5712,0.19488,7.31531,8.45134999,1.55675
15.087,2018-06-14 02:00:00,5.54699999,0.18676,8.14129999,8.39681999,1.5535
13.952,2018-06-14 03:00:00,9.03889999,0.21228,10.9405,8.03453,1.5535
13.423,2018-06-14 04:00:00,12.797,0.22736,13.602,7.92626999,1.5665
14.911,2018-06-14 05:00:00,10.13299999,0.2784,24.2958,8.09357999,1.58275
15.74,2018-06-14 06:00:00,8.35019999,0.28884,28.1313,7.94116,1.6445
15.926,2018-06-14 07:00:00,7.9676,0.28304,30.94569999,7.714,1.63474999
19.114,2018-06-14 08:00:00,7.85879999,0.261,27.29949999,7.72649999,1.716
17.638,2018-06-14 09:00:00,6.7233,0.2436,23.44689999,7.80443999,1.62825
18.134,2018-06-14 10:00:00,5.23299999,0.22736,21.67249999,7.60759999,1.60225
19.445,2018-06-14 11:00:00,5.349,0.25404,28.35879999,7.61451999,1.60874999
15.35399999,2018-06-14 12:00:00,5.24369999,0.28304,48.0658,7.5544,1.63474999
15.087,2018-06-14 13:00:00,7.3577,0.3364,60.24329999,7.62941,1.651
17.234,2018-06-14 14:00:00,9.2001,0.43268,67.29479999,7.68447,1.72249999
18.638,2018-06-14 15:00:00,8.6339,0.41412,73.1971,7.61744,2.1255
16.83599999,2018-06-14 16:00:00,7.9596,0.49416,78.18359999,7.71719,1.95324999
17.417,2018-06-14 17:00:00,6.8318,0.45356,78.64249999,7.80283999,1.80375
14.968,2018-06-14 18:00:00,6.21119999,0.3364,50.9204,7.61212,1.70625
15.005,2018-06-14 19:00:00,7.04309999,0.32828,57.8552,7.49906999,1.677
14.35,2018-06-14 20:00:00,6.16199999,0.21924,21.08739999,7.40172,1.64775
12.169,2018-06-14 21:00:00,5.43339999,0.20764,13.34,7.53763999,1.57949999
14.44699999,2018-06-14 22:00:00,4.40109999,0.19488,10.5045,7.46980999,1.56325
13.403,2018-06-14 23:00:00,5.9286,0.19024,9.7359,7.60360999,1.56
11.336,2018-06-15 00:00:00,8.32049999,0.1972,9.37645,7.12242,1.5535
13.523,2018-06-15 01:00:00,8.2352,0.19952,10.5657,7.53045999,1.5535
14.647,2018-06-15 02:00:00,8.58569999,0.19604,10.321,7.59616,1.55675
12.66799999,2018-06-15 03:00:00,9.16789999,0.19836,11.4032,7.72091999,1.56
11.43699999,2018-06-15 04:00:00,10.54599999,0.21692,15.2903,7.66345999,1.56325
12.04299999,2018-06-15 05:00:00,10.855,0.31784,30.4276,7.37751,1.59575
15.52999999,2018-06-15 06:00:00,10.38299999,0.32712,43.98559999,7.59058,1.68025
14.38899999,2018-06-15 07:00:00,8.74029999,0.40136,51.40789999,7.66319,1.677
19.37,2018-06-15 08:00:00,7.4347,0.29348,33.35099999,7.47166999,1.68675
22.76,2018-06-15 09:00:00,7.0095,0.29232,34.2152,7.35196999,1.6315
23.79599999,2018-06-15 10:00:00,8.4205,0.26564,37.9054,7.88344,1.63474999
22.721,2018-06-15 11:00:00,7.5292,0.27608,44.98169999,8.11858999,1.62175
21.436,2018-06-15 12:00:00,6.2839,0.27724,37.1387,7.61690999,1.63474999
22.18499999,2018-06-15 13:00:00,6.73709999,0.26564,32.2057,8.14386,1.6185
18.799,2018-06-15 14:00:00,10.230147839969735,0.29812,43.3374,9.41586999,1.64125
25.777,2018-06-15 15:00:00,13.446485980927351,0.32016,57.27969999,6.749384842944039,1.703
23.556,2018-06-15 16:00:00,13.384792009015873,0.33756,49.3372,6.0863473159394506,1.71275
18.36799999,2018-06-15 17:00:00,9.722345937479007,0.31552,49.99119999,5.665978319134901,1.73225
17.483,2018-06-15 18:00:00,9.220711356978464,0.27608,39.73709999,5.228869961580544,1.64775
18.202,2018-06-15 19:00:00,9.041997543529881,0.2958,50.7655,5.742564900993424,1.66075
16.332,2018-06-15 20:00:00,8.533604976747695,0.29348,44.3393,5.273320999006035,1.71925
17.68499999,2018-06-15 21:00:00,9.804137827391951,0.27376,34.4887,5.013171074020382,1.63799999
19.751,2018-06-15 22:00:00,10.280477358371193,0.27028,40.9455,5.549125378786121,1.67375
18.96999999,2018-06-15 23:00:00,10.294151033303915,0.24476,29.722,5.039718373226306,1.651
19.195,2018-06-16 00:00:00,10.960210462753649,0.22272,18.7319,4.623033543760602,1.58925
18.545,2018-06-16 01:00:00,10.646373129257663,0.2146,15.992,4.457108264450882,1.57949999
20.984,2018-06-16 02:00:00,4.8121,0.22272,16.9461,4.621962707971997,1.57949999
20.776,2018-06-16 03:00:00,12.457837297564295,0.24476,18.62859999,4.700120396987169,1.59575
22.477,2018-06-16 04:00:00,12.855004682094547,0.29,36.1578,5.523712015047732,1.625
19.898,2018-06-16 05:00:00,9.659110135902436,0.25868,45.12319999,5.83525239370272,1.81024999
20.718,2018-06-16 06:00:00,11.266513952233748,0.31784,48.8592,5.830190947115215,1.65425
18.88899999,2018-06-16 07:00:00,11.269891574560008,0.30972,36.0718,5.0902203678024955,1.703
20.12999999,2018-06-16 08:00:00,11.392111538943274,0.28304,35.2974,5.277338334977463,1.6705
22.954,2018-06-16 09:00:00,13.695933564461777,0.28536,29.3836,5.292040357428856,1.68675
18.123,2018-06-16 10:00:00,10.58455017654477,0.27608,29.83289999,4.830982092183227,1.625
10.304,2018-06-16 11:00:00,5.188578071045324,0.24824,30.9438,4.178754063797195,1.63799999
16.25199999,2018-06-16 12:00:00,9.994920090895969,0.26332,21.52339999,4.298494119675133,1.6185
17.22299999,2018-06-16 13:00:00,9.981547296478269,0.25868,26.1504,4.627651121425917,1.60225
8.797,2018-06-16 14:00:00,5.446834243918829,0.27028,25.1504,3.664774131415025,1.6185
18.273,2018-06-16 15:00:00,11.01542643055842,0.31204,35.57849999,4.981099369600837,1.64775
21.51399999,2018-06-16 16:00:00,12.32607587002983,0.33408,47.0754,5.776192062059335,1.68675
17.88299999,2018-06-16 17:00:00,9.461121375483396,0.33176,53.89929999,5.731526191086766,1.71925
22.957,2018-06-16 18:00:00,2.713,0.3364,52.04849999,6.012366497966186,1.69975
21.082,2018-06-16 19:00:00,3.52519999,0.3596,44.911,5.404917660058659,1.69324999
21.01599999,2018-06-16 20:00:00,3.9897,0.32944,39.6186,-0.329308,1.70625
21.30399999,2018-06-16 21:00:00,6.72449999,0.26448,29.65889999,3.25903,1.65425
19.466,2018-06-16 22:00:00,11.387,0.28536,28.44859999,4.67788,1.69
17.381,2018-06-16 23:00:00,15.163,0.34452,42.869,5.52376,1.69
22.233,2018-06-17 00:00:00,11.128,0.27492,25.6552,6.31137999,1.69
23.33899999,2018-06-17 01:00:00,14.37599999,0.26679999,20.59029999,6.45502,1.63474999
24.445,2018-06-17 02:00:00,13.823,0.27144,22.37999999,7.25222,1.64125
23.443,2018-06-17 03:00:00,19.398,0.25868,24.34359999,6.97797999,1.63474999
24.344,2018-06-17 04:00:00,13.811,0.26912,24.6457,6.95031,1.64125
23.62,2018-06-17 05:00:00,12.407,0.2842,25.62839999,7.52114999,1.6445
22.33599999,2018-06-17 06:00:00,17.27199999,0.29232,27.41229999,7.76161,1.6575
23.00199999,2018-06-17 07:00:00,13.074,0.30392,28.0089,8.09544,1.6705
23.686,2018-06-17 08:00:00,11.46899999,0.25519999,15.8543,9.13391,1.66075
26.143,2018-06-17 09:00:00,10.893,0.26448,14.8754,7.69299,1.6575
22.658,2018-06-17 10:00:00,12.302,0.29116,27.0969,7.89886999,1.6705
25.08599999,2018-06-17 11:00:00,8.435,0.29464,23.64,7.01123,1.64775
8.5827,2018-06-17 12:00:00,6.2224,0.24592,23.3092,6.85667999,1.66399999
17.471,2018-06-17 13:00:00,6.3929,0.24592,25.47929999,6.61542,1.6835
23.92599999,2018-06-17 14:00:00,8.5388,0.26795999,27.3034,7.50412999,1.62175
22.22599999,2018-06-17 15:00:00,11.374,0.2842,31.52309999,7.33920999,1.62175
15.542,2018-06-17 16:00:00,10.455,0.28072,27.4582,7.56956,1.62175
15.52399999,2018-06-17 17:00:00,5.6433,0.26795999,28.332,7.23812999,1.61525
20.31299999,2018-06-17 18:00:00,9.1629,0.27028,28.181,7.08624,1.625
21.821,2018-06-17 19:00:00,12.436,0.29116,46.49219999,7.1405,1.67375
22.015,2018-06-17 20:00:00,12.818,0.31436,50.7062,7.22402999,1.66075
20.169,2018-06-17 21:00:00,10.519,0.27956,43.5382,7.09635,1.6705
22.532,2018-06-17 22:00:00,11.941,0.22968,19.56169999,7.47566,1.612
22.549,2018-06-17 23:00:00,12.32499999,0.22388,11.6881,7.59110999,1.599
22.44,2018-06-18 00:00:00,15.755,0.21112,10.0227,6.85135999,1.61525
20.969,2018-06-18 01:00:00,11.831,0.22388,11.4032,7.17640999,1.60549999
18.73,2018-06-18 02:00:00,11.938,0.21576,10.51789999,7.27643,1.599
20.14699999,2018-06-18 03:00:00,11.406,0.21692,11.885,7.30302999,1.57949999
21.17099999,2018-06-18 04:00:00,13.374,0.2262,13.93469999,7.39693,1.573
20.053,2018-06-18 05:00:00,14.22899999,0.2436,17.11809999,7.51130999,1.58275
20.56899999,2018-06-18 06:00:00,13.173,0.261,19.84659999,7.68501,1.599
22.53,2018-06-18 07:00:00,9.23349999,0.26912,23.96689999,7.78502,1.60549999
23.532,2018-06-18 08:00:00,9.77319999,0.29812,63.15529999,7.77677999,1.6315
26.122,2018-06-18 09:00:00,11.539,0.30972,79.00379999,7.87227,1.63799999
28.51,2018-06-18 10:00:00,11.48,0.32132,83.03239999,7.60839999,1.64125
26.376,2018-06-18 11:00:00,10.254,0.32364,75.26009999,8.02176,1.651
25.994,2018-06-18 12:00:00,13.018,0.377,52.4232,9.05118,1.651
25.54799999,2018-06-18 13:00:00,12.397,0.34452,49.05239999,4.90902999,1.66399999
18.186,2018-06-18 14:00:00,13.121,0.36656,57.07699999,7.18119999,1.64775
28.3,2018-06-18 15:00:00,12.596,0.44312,71.16562499,6.49624999,1.71275
17.407,2018-06-18 16:00:00,16.42599999,0.43268,64.18779999,6.96548,1.79075
22.317,2018-06-18 17:00:00,15.906,0.33408,55.79979999,6.79657,1.79075
18.416,2018-06-18 18:00:00,14.159,0.30856,45.74649999,6.7689,1.68675
17.606,2018-06-18 19:00:00,14.347,0.33756,40.62429999,6.84257999,1.66724999
19.791,2018-06-18 20:00:00,12.679,0.32248,36.46569999,6.87237999,1.65425
18.887,2018-06-18 21:00:00,11.196,0.27028,32.6952,7.01309,1.62825
22.826,2018-06-18 22:00:00,11.753,0.27376,25.13319999,6.97053,1.60225
23.43499999,2018-06-18 23:00:00,11.74,0.22852,13.7301,6.63564,1.586
26.62099999,2018-06-19 00:00:00,9.96669999,0.21808,13.7301,6.94021,1.61525
26.80099999,2018-06-19 01:00:00,12.336,0.19952,11.7913,7.08729999,1.57624999
19.11199999,2018-06-19 02:00:00,12.35999999,0.19952,14.1239,7.11549999,1.56975
18.262,2018-06-19 03:00:00,11.191,0.19372,14.96139999,7.42910999,1.56975
20.20299999,2018-06-19 04:00:00,15.77399999,0.26795999,43.89569999,7.82279,1.5925
18.718,2018-06-19 05:00:00,11.948,0.39092,72.06329999,7.9534,1.70625
16.975,2018-06-19 06:00:00,9.57629999,0.35148,57.79979999,7.76161,1.7615
14.242,2018-06-19 07:00:00,14.926,0.39092,71.6178,7.10857999,1.85575
18.76699999,2018-06-19 08:00:00,8.8125,0.32364,64.36169999,7.37723999,1.72249999
21.881,2018-06-19 09:00:00,9.44299999,0.28188,48.42329999,7.04767,1.703
18.474,2018-06-19 10:00:00,6.8994,0.29928,43.60119999,6.62952,1.66075
21.163,2018-06-19 11:00:00,9.03739999,0.31088,52.3372,6.77688,1.6185
18.713,2018-06-19 12:00:00,8.84609999,0.26332,38.22469999,6.93142999,1.62175
24.181,2018-06-19 13:00:00,4.6073,0.28884,60.1458,6.77289,1.63799999
21.95499999,2018-06-19 14:00:00,4.75429999,0.38628,64.9277,6.64175,1.68675
20.22299999,2018-06-19 15:00:00,10.015067206363316,0.29348,52.38499999,6.85055999,1.7485
24.61799999,2018-06-19 16:00:00,14.016435797131388,0.2958,38.57459999,5.848775378687808,1.677
16.53,2018-06-19 17:00:00,5.37999999,0.2784,44.0831,5.78763,1.63799999
12.69999999,2018-06-19 18:00:00,3.83639999,0.25056,35.7487,6.42495999,1.63474999
15.089,2018-06-19 19:00:00,6.2606,0.22156,22.81589999,6.17598999,1.612
14.169,2018-06-19 20:00:00,5.60869999,0.21808,22.1868,6.55902999,1.586
14.185,2018-06-19 21:00:00,4.5208,0.23664,20.0779,6.41539,1.57949999
13.792,2018-06-19 22:00:00,4.41589999,0.24244,33.09859999,6.61409,1.63474999
13.93699999,2018-06-19 23:00:00,5.8288,0.19952,16.7357,6.72581,1.59575
15.363,2018-06-20 00:00:00,7.12809999,0.20764,17.9766,7.02719,1.58275
15.512,2018-06-20 01:00:00,12.803,0.20184,17.9193,6.8745,1.57949999
16.035,2018-06-20 02:00:00,12.196,0.20184,20.1601,6.64362,1.586
14.034,2018-06-20 03:00:00,10.663,0.23432,31.1063,6.91572999,1.5925
13.34,2018-06-20 04:00:00,9.239,0.2958,50.1651,6.95457,1.61525
15.458,2018-06-20 05:00:00,10.39,0.36656,65.4248,7.56238,1.69649999
17.675,2018-06-20 06:00:00,6.84729999,0.43848,76.92359999,7.83051,1.77775
19.177,2018-06-20 07:00:00,4.85269999,0.4176,72.2201,8.0457,1.82
23.35399999,2018-06-20 08:00:00,6.7754,0.3712,70.51649999,7.71347,1.75174999
26.53399999,2018-06-20 09:00:00,10.49799999,0.35032,68.9658,7.43496999,1.7355
29.39,2018-06-20 10:00:00,15.160180865483854,0.3074,58.1152,7.90338999,1.73875
31.922,2018-06-20 11:00:00,14.757677244014781,0.32132,80.42829999,8.456626127521325,1.703
28.279,2018-06-20 12:00:00,11.127569585641035,0.3074,71.16562499,8.679517744109749,1.7745
39.387,2018-06-20 13:00:00,20.47973899096717,0.29812,61.0272,8.449120232773458,1.81349999
45.323,2018-06-20 14:00:00,23.435934903997648,0.33872,76.5488,9.627566779801798,1.8005
29.901,2018-06-20 15:00:00,15.296007873334544,0.31436,61.4555,7.401716398812599,1.7355
31.443,2018-06-20 16:00:00,8.04899999,0.30972,63.07309999,7.539597431894798,1.7095
33.951,2018-06-20 17:00:00,7.55109999,0.32712,49.22829999,7.72198,1.716
21.959,2018-06-20 18:00:00,11.089,0.31784,56.68319999,7.81055999,1.69324999
32.029,2018-06-20 19:00:00,11.02999999,0.3132,58.4804,7.46900999,1.77775
30.79799999,2018-06-20 20:00:00,12.43,0.32828,63.9564,7.18705,1.99225
32.42399999,2018-06-20 21:00:00,13.164,0.43616,71.16562499,7.1687,1.872
30.72299999,2018-06-20 22:00:00,12.802,0.41876,75.241,7.09768,2.07025
31.46699999,2018-06-20 23:00:00,18.19099999,0.41644,68.39799999,6.85615,2.14175
27.783,2018-06-21 00:00:00,19.25199999,0.35496,44.23599999,7.04288,2.01825
32.816,2018-06-21 01:00:00,15.109,0.31204,42.58019999,7.06709,1.95975
32.13799999,2018-06-21 02:00:00,17.343,0.31088,39.7753,7.61291999,2.0735
41.744,2018-06-21 03:00:00,14.46,0.32712,31.9247,9.30202,2.28474999
43.962,2018-06-21 04:00:00,18.34199999,0.3538,49.21679999,9.29776,2.28799999
36.456,2018-06-21 05:00:00,20.087,0.40716,55.79979999,8.75699,1.96625
37.26599999,2018-06-21 06:00:00,20.358,0.46748,63.3522,9.71432,1.86874999
40.01899999,2018-06-21 07:00:00,22.643,0.4698,78.07649999,10.4395,1.859
47.02499999,2018-06-21 08:00:00,13.654,0.40136,58.70029999,10.00479999,2.04099999
43.22599999,2018-06-21 09:00:00,9.0632,0.30856,38.48859999,7.87971999,1.7485
33.14,2018-06-21 10:00:00,11.532,0.29812,34.95519999,7.44268,1.66724999
24.114,2018-06-21 11:00:00,8.11449999,0.31436,46.94149999,7.58551999,1.6835
26.04599999,2018-06-21 12:00:00,8.1049,0.30392,41.78479999,7.44320999,1.69
22.90899999,2018-06-21 13:00:00,10.754,0.28304,37.6664,7.64085,1.64775
35.25699999,2018-06-21 14:00:00,7.3116,0.30624,54.98149999,7.6741,1.6315
18.808,2018-06-21 15:00:00,13.574,0.3654,51.1632,7.70549,2.44399999
30.864,2018-06-21 16:00:00,11.959,0.33988,47.9262,7.12586999,1.70625
24.66199999,2018-06-21 17:00:00,8.3902,0.33292,40.89,7.42086999,1.69975
26.361,2018-06-21 18:00:00,9.0799,0.34104,42.63949999,7.31979,1.69649999
25.686,2018-06-21 19:00:00,14.96599999,0.33408,34.79079999,7.51156999,1.677
27.873,2018-06-21 20:00:00,11.569,0.31552,33.5919,7.91403,1.612
22.747,2018-06-21 21:00:00,9.81879999,0.28304,30.2784,7.72224999,1.6185
34.115,2018-06-21 22:00:00,14.473,0.22736,13.4031,7.55067999,1.57624999
48.237,2018-06-21 23:00:00,14.48,0.20532,9.75694,7.1562,1.56
47.33425,2018-06-22 00:00:00,12.547,0.1914,7.44149999,7.36580999,1.55675
42.243,2018-06-22 01:00:00,11.858,0.18096,6.38034,6.87396999,1.55675
23.35699999,2018-06-22 02:00:00,7.3943,0.16008,9.85826999,7.22109999,1.56325
16.29599999,2018-06-22 03:00:00,10.44,0.174,10.4147,7.27803,1.55675
14.544,2018-06-22 04:00:00,6.05299999,0.17864,19.4374,6.73937999,1.57949999
15.308,2018-06-22 05:00:00,2.5888,0.25984,46.1002,7.05750999,1.63474999
11.143,2018-06-22 06:00:00,4.05159999,0.38976,62.5951,6.9442,1.7095
13.244,2018-06-22 07:00:00,5.10269999,0.29116,59.8494,7.01468999,1.82
14.77,2018-06-22 08:00:00,6.0312,0.22272,42.8995,7.17748,1.651
12.768,2018-06-22 09:00:00,4.6074,0.20764,41.18639999,6.41406,1.63799999
10.37299999,2018-06-22 10:00:00,2.8207,0.25172,52.8592,6.6641,1.64775
10.27999999,2018-06-22 11:00:00,2.8523,0.27608,58.8705,6.78007,1.651
8.5563,2018-06-22 12:00:00,2.16979999,0.35844,48.9874,6.75293999,1.72574999
11.875,2018-06-22 13:00:00,3.64679999,0.26564,49.58769999,6.78619,1.68025
16.35099999,2018-06-22 14:00:00,5.34239999,0.28304,56.84949999,6.83274,1.6705
16.039,2018-06-22 15:00:00,7.25459999,0.26564,36.56889999,6.56887,1.7745
17.03,2018-06-22 16:00:00,6.67079999,0.17632,27.65899999,6.18743,1.63799999
12.874,2018-06-22 17:00:00,6.5769,0.1624,22.98989999,5.67245,1.59575
20.341,2018-06-22 18:00:00,4.0686,0.15544,16.4757,5.81609,1.586
8.8168,2018-06-22 19:00:00,5.61,0.15892,16.3227,6.09379,1.58925
6.9207,2018-06-22 20:00:00,3.72169999,0.1508,14.42029999,6.29037,1.58275
5.9211,2018-06-22 21:00:00,1.92229999,0.14384,11.1049,6.06773,1.56
5.90069999,2018-06-22 22:00:00,0.9662,0.14036,9.39939,6.22679,1.55675
5.0807,2018-06-22 23:00:00,1.5215,0.13456,7.90803,6.28638,1.5535
6.1154,2018-06-23 00:00:00,4.26269999,0.1392,7.25985999,5.92647999,1.55024999
5.11409999,2018-06-23 01:00:00,2.3462,0.13804,7.36502,6.31989,1.5535
4.7899,2018-06-23 02:00:00,0.35,0.13572,7.21014999,6.25738,1.55024999
4.76989999,2018-06-23 03:00:00,2.6048,0.13339999,9.05522999,6.3159,1.55024999
5.7244,2018-06-23 04:00:00,3.5979,0.14616,10.0877,6.40421999,1.5535
7.1837,2018-06-23 05:00:00,3.44289999,0.1566,13.6689,6.13262999,1.56975
5.5803,2018-06-23 06:00:00,4.64299999,0.16124,10.0877,6.25792,1.573
9.1902,2018-06-23 07:00:00,4.45,0.14848,9.20627999,5.89588999,1.56325
12.959,2018-06-23 08:00:00,4.04199999,0.16936,9.64794999,5.88206,1.573
19.783,2018-06-23 09:00:00,4.9984,0.15776,11.62689999,6.73113,1.57624999
16.116,2018-06-23 10:00:00,4.7495,0.17632,12.1661,6.73245999,1.586
15.951,2018-06-23 11:00:00,6.58359999,0.1972,13.38969999,6.27067999,1.59575
12.036,2018-06-23 12:00:00,7.198,0.15312,9.9099,6.23451,1.57624999
12.37299999,2018-06-23 13:00:00,4.1455,0.1392,12.17939999,6.19327999,1.56325
11.813,2018-06-23 14:00:00,4.25359999,0.14036,11.8888,6.68271999,1.56975
24.17099999,2018-06-23 15:00:00,3.61629999,0.13339999,11.5523,6.44437999,1.56325
10.31199999,2018-06-23 16:00:00,1.5119,0.1392,12.7205,6.5045,1.56325
9.30119999,2018-06-23 17:00:00,3.6593,0.15312,16.86769999,6.71516999,1.56975
11.804,2018-06-23 18:00:00,3.94229999,0.14384,16.6115,6.13767999,1.57949999
11.275,2018-06-23 19:00:00,3.21329999,0.15312,13.3572,5.9568,1.5665
10.75799999,2018-06-23 20:00:00,4.11289999,0.14152,11.6422,5.96185999,1.5665
8.56049999,2018-06-23 21:00:00,4.48139999,0.13804,10.73969999,5.99617,1.56325
6.3932,2018-06-23 22:00:00,1.9572,0.14036,15.33039999,6.00255999,1.56975
7.40289999,2018-06-23 23:00:00,0.50849999,0.12412,7.97304,6.09910999,1.55024999
7.017,2018-06-24 00:00:00,2.3957,0.1508,9.45484,6.28397999,1.56325
6.7187,2018-06-24 01:00:00,1.5662,0.12759999,6.74362,6.26349999,1.57624999
6.84949999,2018-06-24 02:00:00,2.68529999,0.13688,7.93289,6.26961999,1.5535
5.96239999,2018-06-24 03:00:00,3.6181,0.12759999,8.20822,6.38771999,1.56
5.4789,2018-06-24 04:00:00,2.1337,0.14384,6.73406,6.02064,1.5535
4.7744,2018-06-24 05:00:00,3.4119,0.15196,11.6097,5.93792,1.55675
6.96619999,2018-06-24 06:00:00,4.56419999,0.15428,7.94245,5.98393999,1.56325
9.54349999,2018-06-24 07:00:00,5.4713,0.14384,7.77801999,5.86742999,1.57624999
12.949,2018-06-24 08:00:00,3.09629999,0.1566,8.04951999,6.33558999,1.59575
12.29899999,2018-06-24 09:00:00,0.8545,0.1508,7.69198,6.29940999,1.56975
10.926,2018-06-24 10:00:00,3.6747,0.15776,8.37073999,6.3308,1.573
13.304,2018-06-24 11:00:00,4.16889999,0.15428,9.98638,6.32786999,1.573
12.483,2018-06-24 12:00:00,1.4334,0.16008,8.05716999,6.22147,1.5665
10.83,2018-06-24 13:00:00,0.6561,0.15892,9.69957999,6.03127999,1.56
8.58,2018-06-24 14:00:00,1.25269999,0.17284,17.9785,6.46858999,1.5665
8.72039999,2018-06-24 15:00:00,0.35,0.23548,20.31309999,6.7415,1.599
5.8501,2018-06-24 16:00:00,0.35,0.17864,30.5882,6.15550999,1.58925
4.5589,2018-06-24 17:00:00,2.0501,0.21228,32.98579999,6.35128,1.612
8.8419,2018-06-24 18:00:00,6.0585,0.2494,42.7676,6.69336,1.6315
6.873,2018-06-24 19:00:00,4.5876,0.22968,37.7811,6.58110999,1.729
8.0235,2018-06-24 20:00:00,2.93069999,0.23432,36.9112,6.57951,1.6575
10.641,2018-06-24 21:00:00,7.3097,0.18444,29.2039,6.49491999,1.612
8.6508,2018-06-24 22:00:00,5.7145,0.15312,17.1487,6.42469999,1.57624999
9.36209999,2018-06-24 23:00:00,7.32939999,0.14848,10.342,6.43320999,1.56
8.43919999,2018-06-25 00:00:00,4.59949999,0.14732,8.54664,6.40448,1.56325
5.29779999,2018-06-25 01:00:00,6.16669999,0.12644,6.01705999,6.66861999,1.56325
11.278,2018-06-25 02:00:00,7.71699999,0.12876,7.61357999,6.36404999,1.54699999
10.58,2018-06-25 03:00:00,8.9532,0.14848,14.2616,6.64334999,1.55675
7.1379,2018-06-25 04:00:00,6.27609999,0.16936,20.5999,5.93792,1.5665
8.9944,2018-06-25 05:00:00,5.8135,0.2146,30.96099999,6.58589,1.58275
8.61309999,2018-06-25 06:00:00,5.04729999,0.25635999,49.9108,5.47614,1.68675
8.5851,2018-06-25 07:00:00,2.11459999,0.25984,40.4273,6.42150999,1.66075
10.787,2018-06-25 08:00:00,2.2401,0.24592,75.9026,6.43107999,1.64125
11.682,2018-06-25 09:00:00,4.69299999,0.19604,32.99349999,6.30473,1.651
11.568,2018-06-25 10:00:00,4.0785,0.1914,28.38169999,6.09672,1.5925
13.503,2018-06-25 11:00:00,2.35369999,0.21112,30.65319999,6.44571,1.63474999
12.083,2018-06-25 12:00:00,1.7642,0.20996,31.4887,6.31883,1.66075
7.5857,2018-06-25 13:00:00,1.2349,0.26912,45.1251,6.63935999,1.62825
9.38749999,2018-06-25 14:00:00,3.4891,0.27724,43.49419999,6.19807,1.6705
5.3231,2018-06-25 15:00:00,2.76509999,0.29812,49.73109999,6.58110999,1.69324999
7.5189,2018-06-25 16:00:00,0.35,0.24824,39.56309999,6.64414999,1.677
11.96299999,2018-06-25 17:00:00,3.55189999,0.24012,36.90729999,6.53057,1.63474999
9.0624,2018-06-25 18:00:00,2.9236,0.21344,34.35289999,6.99286999,1.63474999
11.741,2018-06-25 19:00:00,1.94249999,0.20764,33.2325,6.64494999,1.69324999
13.18399999,2018-06-25 20:00:00,4.16009999,0.21576,35.5039,6.60796999,1.69324999
14.084,2018-06-25 21:00:00,4.75469999,0.17748,16.97279999,5.85147,1.64775
13.141,2018-06-25 22:00:00,4.85569999,0.16588,15.66879999,6.15230999,1.5925
11.196,2018-06-25 23:00:00,3.16469999,0.16588,15.535,6.39250999,1.6185
10.257,2018-06-26 00:00:00,3.9841,0.14616,12.5427,6.51008,1.599
9.8231,2018-06-26 01:00:00,6.89069999,0.15544,13.6632,6.47257999,1.573
9.68529999,2018-06-26 02:00:00,6.6703,0.13688,10.4778,6.27360999,1.5535
8.5709,2018-06-26 03:00:00,7.0411,0.14384,18.0971,6.41910999,1.56325
8.44299999,2018-06-26 04:00:00,5.68839999,0.19488,30.4429,6.04591,1.586
11.124,2018-06-26 05:00:00,3.6322,0.25288,49.59349999,6.07570999,1.64125
9.97109999,2018-06-26 06:00:00,3.1103,0.32712,60.2012,6.44836999,1.69649999
10.598,2018-06-26 07:00:00,2.9253,0.38164,70.97339999,6.79230999,1.83949999
9.9776,2018-06-26 08:00:00,6.72799999,0.27956,54.11529999,6.32441999,1.7615
14.83799999,2018-06-26 09:00:00,7.16589999,0.24824,48.93189999,6.93435,1.64125
17.347,2018-06-26 10:00:00,4.1871,0.2436,43.4273,7.33016,1.66399999
14.345,2018-06-26 11:00:00,1.88779999,0.23316,43.0735,6.99952,1.651
